time,primary.primaryreactor.rated_power_mw,primary.primaryreactor.thermal_power_mw,primary.primaryreactor.total_reactivity_pcm,primary.primaryreactor.scram_activated,primary.primaryreactor.neutronics_neutron_flux,primary.primaryreactor.neutronics_reactivity,primary.primaryreactor.neutronics_reactivity_pcm,primary.primaryreactor.neutronics_xenon_concentration,primary.primaryreactor.neutronics_iodine_concentration,primary.primaryreactor.neutronics_samarium_concentration,primary.primaryreactor.thermal_fuel_temperature,primary.primaryreactor.thermal_coolant_temperature,primary.primaryreactor.thermal_coolant_pressure,primary.primaryreactor.thermal_coolant_flow_rate,primary.primaryreactor.thermal_coolant_void_fraction,primary.primaryreactor.thermal_thermal_power,primary.primaryreactor.steam_steam_temperature,primary.primaryreactor.steam_steam_pressure,primary.primaryreactor.steam_steam_flow_rate,primary.primaryreactor.steam_feedwater_flow_rate,primary.primaryreactor.control_control_rod_position,primary.primaryreactor.control_steam_valve_position,primary.primaryreactor.control_boron_concentration,primary.primaryreactor.control_power_level,primary.primaryreactor.safety_scram_status,primary.primaryreactor.safety_scram_activated,primary.primaryreactor.fuel_fuel_burnup,primary.primaryreactor.fuel_burnable_poison_worth
1102.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999473421208,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1103.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999478686995,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1104.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999483900125,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1105.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999489061124,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1106.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999494170512,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1107.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999499228807,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1108.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999504236519,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1109.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999509194153,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1110.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999514102211,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1111.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999518961188,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1112.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999523771577,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1113.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999528533862,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1114.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999533248522,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1115.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999537916037,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1116.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999542536876,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1117.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999547111506,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1118.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999551640392,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1119.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999556123987,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1120.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999560562748,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1121.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.53399956495712,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1122.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.53399956930755,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1123.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999573614475,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1124.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.53399957787833,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1125.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999582099547,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1126.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.53399958627855,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1127.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999590415766,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1128.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999594511608,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1129.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999598566492,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1130.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999602580828,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1131.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.53399960655502,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1132.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999610489468,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1133.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999614384573,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1134.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999618240728,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1135.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999622058321,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1136.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999625837739,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1137.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.53399962957936,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1138.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999633283567,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1139.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999636950732,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1140.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999640581225,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1141.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999644175413,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1142.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999647733658,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1143.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999651256321,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1144.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999654743758,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1145.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.53399965819632,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1146.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999661614358,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1147.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999664998214,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1148.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999668348232,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1149.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999671664748,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1150.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.5339996749481,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1151.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.53399967819862,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1152.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999681416635,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1153.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999684602469,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1154.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999687756443,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1155.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999690878879,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1156.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.53399969397009,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1157.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999697030389,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1158.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999700060084,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1159.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999703059484,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1160.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.53399970602889,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1161.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.5339997089686,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1162.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999711878915,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1163.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999714760126,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1164.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999717612526,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1165.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.5339997204364,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1166.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999723232036,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1167.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999725999715,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1168.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999728739717,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1169.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.53399973145232,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1170.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999734137797,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1171.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999736796419,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1172.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999739428454,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1173.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999742034169,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1174.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999744613828,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1175.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.53399974716769,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1176.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999749696012,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1177.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999752199051,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1178.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.53399975467706,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1179.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999757130289,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1180.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999759558986,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1181.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999761963397,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1182.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999764343763,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1183.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999766700326,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1184.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999769033322,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1185.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.53399977134299,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1186.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.53399977362956,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1187.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999775893264,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1188.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999778134332,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1189.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999780352989,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1190.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.53399978254946,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1191.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999784723965,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
1192.0,3000.0,3000.0,0.0,False,10000000000000.0,0.0,0.0,2800000000000000.0,1.5e+16,1000000000000000.0,552.029123565414,310.0,15.533999786876725,20000.0,0.0,3000.0,309.9999999999998,1.0,1665.0,1000.0,95.0,50.0,12000.0,100.0,False,False,15000.0,0.0
